,Buy_Sell_Samples
3232,7.931764364895797e+22
3233,1.1315781620079704e+20
3234,1.2647068760129508e+18
3235,3.3492839249711124e+19
3236,1.8266099682686488e+20
3237,3.4259576187895263e+19
3238,1.7149866748875514e+21
3239,1.3604076096125752e+21
3240,7.824771296150135e+17
3241,1.5140857069184647e+20
3242,2.0965640018937184e+20
3243,3.269587887156809e+20
3244,6.627537636771749e+20
3245,3.941223056412059e+21
3246,1.64729561985977e+20
3247,5.005187867491977e+19
3248,5.614835307848083e+22
3249,2.8667420191731784e+18
3250,8.228027104621753e+18
3251,5.158609064177884e+19
3252,3.2999205365953914e+20
3253,1.1120827784951298e+20
3254,1.0401752364988733e+19
3255,1.2037960255490535e+23
3256,1.279096156063623e+20
3257,2.7252267215329296e+20
3258,1.990752200904214e+20
3259,2.1866493314697093e+19
3260,2.4701136423657793e+20
3261,2.7502382813977426e+21
3262,1.5678004132877015e+20
3263,1.0261990645021247e+20
3264,1.20948430686891e+20
3265,2.974136132490208e+18
3266,9.372889182361219e+20
3267,4.3403918050322514e+18
3268,9.741587036766939e+19
3269,5.253643835464939e+20
3270,1.654845858447727e+17
3271,4.66114693863674e+21
3272,4.803609018657816e+24
3273,5.120508863107316e+21
3274,2.206590118553563e+20
3275,9.529844505753674e+19
3276,1.3557092286797852e+20
3277,1.4791890392024025e+19
3278,4.098561504467952e+18
3279,1.455767641442574e+19
3280,5.801039335799625e+22
3281,5.957298729411935e+19
3282,2.8064408591405308e+20
3283,1.2343934177175374e+19
3284,3.811977045867449e+20
3285,4.015422719369415e+18
3286,1.6266696721402762e+18
3287,1.4847691420611363e+19
3288,3.9473983586530794e+22
3289,5.871745505738666e+16
3290,1.9880907455462363e+22
3291,2.2502402142286165e+20
3292,4.783256362938877e+17
3293,4.346475334400718e+20
3294,5.068187817369583e+18
3295,1.8783547821400336e+22
3296,3.3573372894884345e+21
3297,3.220693294056973e+20
3298,3.266578684903145e+20
3299,1.4857081115609787e+18
3300,2.1773028344689076e+21
3301,6.050553973831888e+18
3302,1.561556976120196e+23
3303,2.013419668168222e+19
3304,3.0589055316739686e+20
3305,2.378744595136634e+21
3306,5.611658397611852e+19
3307,1.1169285945629516e+20
3308,1.914190790257798e+20
3309,3.1148661441944315e+20
3310,4.493502616056136e+20
3311,6.598102070819997e+19
3312,1.0171036964189157e+21
3313,9.016802267131979e+20
3314,2.111010907897712e+19
3315,2.37673491900537e+20
3316,9.019079879325467e+20
3317,4.5848661342706316e+20
3318,1.1362934388279086e+20
3319,3.210208848115035e+21
3320,1.4330442235058866e+19
3321,2.3066706400656404e+19
3322,4.093820995715632e+18
3323,2.348284508687624e+19
3324,3.2143574929432514e+23
3325,1.3372466099287155e+20
3326,1.8062260077982282e+21
3327,2.437289256605121e+21
3328,1.8080011611742606e+21
3329,2.277747846003166e+18
3330,4.123833179180843e+24
3331,3.986469995046448e+21
3332,1.0158960834798629e+19
3333,3.095038850230676e+20
3334,5.694145701123554e+18
3335,8.874836444273015e+18
3336,1.956055219241042e+18
3337,5.4377059143700414e+19
3338,2.119743957504183e+19
3339,3.9333943120948684e+20
3340,1.56865843153534e+20
3341,9.440809391330085e+18
3342,2.0973716863885895e+20
3343,4.0353913515441855e+22
3344,2.723669175684496e+20
3345,2.507359229092544e+18
3346,1.3730521143526495e+21
3347,3.4803311966018607e+22
3348,8.495649309307947e+19
3349,4.656894620535655e+19
3350,6.029402254206024e+19
3351,4.068872695959066e+20
3352,1.6240491859937707e+21
3353,1.6835169296427048e+22
3354,5.3894642765575406e+19
3355,1.1233389010660725e+19
3356,4.3790536692136005e+20
3357,3.314718954244943e+18
3358,6.233654809938229e+20
3359,3.901587204741541e+20
3360,2.038299161821637e+19
3361,2.184943871886643e+20
3362,2.5278106420107276e+19
3363,1.540974093896422e+21
3364,1.9884503039156624e+20
3365,2.779817328509274e+22
3366,3.378326054409605e+20
3367,1.8375354726290027e+20
3368,1.625372927681368e+17
3369,1.9804327988304675e+23
3370,1.7557189683926765e+20
3371,9.301039608886661e+18
3372,1.33213348349642e+20
3373,1.3761604810809425e+21
3374,1.0484133559957801e+21
3375,2.834730376374925e+21
3376,1.9137245050743528e+21
3377,2.870842925071594e+20
3378,8.619857856334873e+19
3379,8.501380423441521e+18
3380,2.3367160583925187e+17
3381,2.18020188130137e+22
3382,3.327843275394094e+18
3383,1.8963442818127396e+21
3384,2.640432811737155e+21
3385,1.4122774155420188e+18
3386,1.5216863883840016e+19
3387,8.610604080545644e+20
3388,4.63971590624865e+18
3389,6.4908568601885295e+19
3390,7.66998606945996e+22
3391,6.375251050671141e+20
3392,3.1090020226551567e+18
3393,2.246152671714615e+20
3394,1.2995234029602042e+21
3395,1.0914486083928793e+21
3396,8.313608139347641e+20
3397,3.834013855078699e+20
3398,1.5076958267401706e+20
3399,5.330306318406428e+19
3400,2.8286631126361226e+18
3401,3.0103878405281863e+22
3402,1.431766179618557e+21
3403,1.929742037011416e+18
3404,2.546077686341078e+21
3405,1.375507497237678e+21
3406,8.36764321747857e+18
3407,1.110639234768543e+21
3408,1.1914599786075215e+20
3409,2.979183283737833e+19
3410,1.4994390413824862e+19
3411,4.466734011450026e+19
3412,9.264059147247942e+19
3413,1.4150917595871838e+21
3414,5.938168806026265e+18
3415,6.430069062319484e+21
3416,2.43258013008117e+19
3417,1.115169396440282e+16
3418,5.073006587433576e+20
3419,9.182450512079716e+17
3420,6.135221996943203e+20
3421,2.0358032542220296e+19
3422,9.444355792140083e+16
3423,6.55249269640412e+18
3424,1.151941134238016e+19
3425,1.0976735638624651e+21
3426,1.5300393696710413e+18
3427,1.5479906707119809e+22
3428,1.6989162606726322e+19
3429,1.088617953584277e+21
3430,1.1162266003313267e+23
3431,4.2242257219413485e+17
3432,3.0197923252851497e+18
3433,5.1208587530831764e+20
3434,1.830951343032791e+18
3435,1.6529841036981033e+18
3436,7.449850479307345e+18
3437,7.589483158620132e+17
3438,7.320924175981697e+19
3439,5.003968620155861e+21
3440,1.134384680007352e+19
3441,6.971603494812802e+21
3442,3.421517379277929e+18
3443,7.067981977070697e+18
3444,8.395223854937486e+18
3445,3.546947796320689e+17
3446,4.062471474397851e+16
3447,5.893126396140559e+19
3448,4.553314199373259e+19
3449,2.9194271733091537e+19
3450,3.654768493450469e+21
3451,5.140013642372866e+19
3452,1.3079218433279825e+20
3453,1.2133725815788605e+23
3454,3.277556933396528e+20
3455,2.562785453392478e+20
3456,1.0248201061903718e+22
3457,3.7703794255126906e+17
3458,3.859393854700798e+20
3459,8.322117907036891e+20
3460,1.0387210417050538e+21
3461,1.7996354794235098e+20
3462,1.788459646338816e+21
3463,1.3808554882191882e+16
3464,8.334048703888366e+17
3465,3.862816640468009e+19
3466,2.5250320598793303e+20
3467,8.12760379571079e+21
3468,1.5056602988135933e+18
3469,6.6281764855824605e+19
3470,2.3514026722587906e+19
3471,9.466777485246743e+19
3472,6.263252832866206e+18
3473,2.7286446340301526e+17
3474,2.0933486212895552e+20
3475,7.696088560037285e+20
3476,7.30597508425448e+21
3477,1.1517753714854995e+18
3478,2.357060505335145e+20
3479,6.026362425556525e+19
3480,6.220793269051483e+19
3481,2.1243690538925501e+18
3482,8.701517385940686e+19
3483,1.268593360768736e+20
3484,1.0800297018627706e+21
3485,1.372423344358919e+22
3486,6.121013321666962e+18
3487,1.259711200932225e+22
3488,8.263998748787679e+17
3489,7.762236323998669e+22
3490,2.3256469814471675e+20
3491,2.4239476473822085e+18
3492,4.138320284744945e+19
3493,1.3169842425021878e+19
3494,4.3494326237181936e+20
3495,2.886654800777362e+22
3496,1.4040601230558991e+20
3497,6.181533386591624e+18
3498,3.139530992806943e+20
3499,1.046663765513727e+21
3500,4.299744091657211e+17
3501,7.595416829996191e+20
3502,2.3617503734413417e+20
3503,1.5431893517841943e+22
3504,2.6258356321630965e+20
3505,3.737463708841581e+19
3506,4.802642569595909e+18
3507,8.086264286487022e+20
3508,7.956255189221733e+19
3509,1.3731937491976297e+20
3510,6.234251549320766e+20
3511,5.717860722201735e+17
3512,1.0394262864407344e+20
3513,2.860615242036835e+21
3514,1.6471593644024625e+19
3515,4.4802288243419716e+20
3516,1.1931258751426088e+21
3517,7.554026881288233e+18
3518,2.6289295860142603e+21
3519,1.0290047823967126e+19
3520,3.295186356663026e+20
3521,1.1291311579497854e+17
3522,9.213926855387816e+18
3523,1.1720805503403837e+18
3524,3.8781867130619e+22
3525,1.5197452283949174e+17
3526,1.019600516628297e+19
3527,2.788164531608152e+21
3528,1.2594746427317087e+20
3529,4.842161547555036e+19
3530,1.1305964822184467e+24
3531,9.170185713770865e+19
3532,7.321773491585957e+20
3533,2.8420468102906758e+23
3534,8.290648353676793e+20
3535,5.900124956262757e+19
3536,3.8838998605892047e+21
3537,4.860807952499727e+17
3538,6.645811663403896e+20
3539,8.495164251501961e+19
3540,1.8381764316629618e+22
3541,4.623763959368804e+19
3542,2.063011847053814e+20
3543,7.293278376269081e+21
3544,2.163058719333364e+19
3545,1.678871414699476e+20
3546,1.7708223016363824e+21
3547,4.6111771552487047e+21
3548,6.014832172409023e+17
3549,2.9207292283291402e+20
3550,5.886838897681156e+20
3551,1.0424610145207729e+20
3552,5.408470390009697e+18
3553,5.649464507008208e+18
3554,2.0204911002454396e+20
3555,4.1357353329345095e+20
3556,3.80994226013945e+18
3557,2.496018217470703e+20
3558,5.6303418740423564e+20
3559,7.290207800460769e+21
3560,7.309402391087217e+18
3561,1.4802271631464765e+19
3562,2.272748575265848e+20
3563,2.884399503971603e+19
3564,1.091545311419115e+21
3565,1.5815078963902733e+20
3566,6.965248122720333e+20
3567,7.977422923555838e+19
3568,7.614064107264188e+17
3569,6.674672109382376e+21
3570,2.1183646444741636e+22
3571,8.643000189135978e+17
3572,1.0376268745573435e+21
3573,2.3969571335955405e+18
3574,3.7047226194432197e+20
3575,2.4686972298546397e+20
3576,3.881330084758503e+19
3577,2.310506031561728e+20
3578,2.1061371417027448e+22
3579,1.7260084679695608e+21
3580,3.464141036580645e+18
3581,8.125645191552456e+21
3582,5.656416689705453e+19
3583,1.1466167914390133e+21
3584,1.7432449668139487e+18
3585,1.2804328028279852e+21
3586,5.360926212249883e+19
3587,3.931345079085102e+21
3588,1.618452657415534e+23
3589,2.074628448700316e+19
3590,1.8122005120357734e+18
3591,2.116353302051641e+21
3592,3.65157241594651e+20
3593,2.5975953925741425e+20
3594,4.648213328522886e+19
3595,1.3249307810140619e+20
3596,4.4431450001947104e+21
3597,2.1352929747822209e+21
3598,6.678776604171451e+17
3599,9.018707135730226e+19
3600,5.144202378488931e+20
3601,1.9876391037695417e+20
3602,1.938802027764775e+19
3603,4.2417960715604454e+21
3604,3.146490779921515e+23
3605,6.184389313090482e+18
3606,1.2689888399049226e+19
3607,7.226289192192825e+18
3608,3.886685269694924e+21
3609,2.950966678651328e+20
3610,1.6136575376836594e+19
3611,7.253224322359283e+19
3612,1.1150137581728005e+21
3613,1.7665651496314533e+21
3614,7.0244649220519485e+19
3615,2.619162351093871e+21
3616,8.215198920517098e+20
3617,2.7443887910779556e+18
3618,2.0647710613141377e+24
3619,1.0022136807295075e+21
3620,1.1795814982486567e+21
3621,1.310236575274077e+19
3622,9.721224536992156e+18
3623,1.0487831450615256e+18
3624,2.0110103618314727e+19
3625,3.5361127548765455e+21
3626,1.5969547442998557e+17
3627,2.2652273696506656e+21
3628,1.0425548230617233e+19
3629,4.42719625583021e+17
3630,2.8005379937191045e+18
3631,1.8151364807243233e+19
3632,1.391487294973611e+19
3633,2.0402856265871606e+24
3634,8.881006140130203e+18
3635,9.062362431732587e+19
3636,4.638740991420512e+19
3637,7.343859907821592e+20
3638,2.443118247819504e+19
3639,6.986614517437705e+18
3640,6.111463942555019e+18
3641,4.475452636279233e+19
3642,3.7944088320796605e+18
3643,1.8657749713681203e+19
3644,2.7867468232913706e+17
3645,3.2087181888704196e+16
3646,2.099309783149439e+19
3647,8.987963649299384e+20
3648,2.5147851373450064e+19
3649,4.63025246916224e+18
3650,2.559816300235032e+20
3651,5.912225009744932e+21
3652,1.61104473946856e+18
3653,9.915100197687505e+17
3654,6.582695021991573e+21
3655,1.4949085743357485e+21
3656,1.681109980566232e+19
3657,1.5437030228066346e+21
3658,4.41717523502862e+20
3659,1.0227596843077058e+21
3660,1.784615781024099e+19
3661,1.0888901891021907e+21
3662,7.596924634646425e+19
3663,1.4111869509386936e+16
3664,1.6860365672545388e+22
3665,3.9704473868073356e+20
3666,1.70422262468715e+20
3667,4.343031017742255e+19
3668,3.6573632152645596e+18
3669,1.7257431156648336e+20
3670,1.7326440458508462e+20
3671,1.4604618994394038e+23
3672,4.476926286332036e+19
3673,3.020934678547164e+19
3674,6.557845638396763e+20
3675,1.9213815223448982e+21
3676,1.4291020096257469e+21
3677,4.335202353240035e+20
3678,6.520253850145924e+19
3679,8.75708498840244e+18
3680,1.5879140104892838e+19
3681,1.961765995776538e+24
3682,3.378509279827062e+19
3683,3.9239301746013015e+18
3684,2.3286480137821925e+19
3685,8.93215413030877e+18
3686,5.988924661911472e+19
3687,1.9621179946185515e+19
3688,1.9736654514480535e+23
3689,1.5349044465372686e+19
3690,2.9508253817526062e+20
3691,3.196566960469897e+20
3692,7.910293588956225e+20
3693,6.834146363854103e+18
3694,1.6060678446425955e+17
3695,3.479197115770725e+19
3696,4.4452425698497633e+21
3697,5.876381939329196e+19
3698,2.0071796978305237e+19
3699,7.976013662970852e+19
3700,1.1155349236263736e+20
3701,8.125783383623818e+18
3702,1.0276088009054574e+21
3703,8.569763016763155e+20
3704,1.2954002262716378e+20
3705,1.0020909128575872e+20
3706,1.133244731538359e+21
3707,1.7315179143087719e+22
3708,2.0261332555019603e+20
3709,2.2037912090930138e+20
3710,5.777752618729982e+18
3711,1.1571665329396576e+19
3712,5.187184659361889e+21
3713,8.123100695818409e+19
3714,3.994152569152063e+19
3715,2.1082125687881763e+17
3716,4.688802544243904e+22
3717,2.8051567363225175e+18
3718,1.3085467175920811e+21
3719,4.8307285678064394e+19
3720,4.538526114841615e+18
3721,1.7316549435743396e+18
3722,4.1681924137528134e+17
3723,2.2296459124517126e+19
3724,1.700140886136077e+21
3725,1.7249539132232535e+20
3726,1.9359008589010786e+22
3727,7.501618458651466e+18
3728,1.0144079014135408e+22
3729,9.538510682452333e+18
3730,3.883753579087901e+19
3731,5.773817460959034e+18
3732,2.9323908198709424e+16
3733,6.118007939646145e+20
3734,1.2565992151026486e+21
3735,3.057083533169144e+23
3736,2.6073236193286357e+20
3737,6.518053306511283e+18
3738,2.347844003656219e+22
3739,2.9828483127926365e+23
3740,3.1330685907341955e+19
3741,4.98186347121529e+19
3742,2.238310493541862e+22
3743,4.792934848917169e+22
3744,8.238525765855223e+18
3745,2.4613076749053513e+20
3746,1.3182556770608014e+22
3747,6.857236119072104e+19
3748,3.0891016599644205e+19
3749,1.283392429099241e+21
3750,4.993475621025292e+20
3751,1.29176146363531e+22
3752,6.865447175659576e+21
3753,5.275770418847598e+21
3754,2.6775377801312133e+21
3755,5.0012474136143384e+20
3756,8.553503768385401e+21
3757,1.314478116899872e+21
3758,2.2335149958318336e+20
3759,2.3454715309827686e+19
3760,1.4336890875799636e+20
3761,4.559991323039878e+19
3762,5.26369899058362e+20
3763,1.8946134299702228e+20
3764,2.593280932889108e+20
3765,1.312206675284267e+20
3766,2.537316745306946e+19
3767,3.166908541244855e+19
3768,4.062425237518874e+20
3769,1.5606371574191237e+20
3770,2.0492197183793877e+19
3771,5.258383296009327e+19
3772,1.0147760564325535e+21
3773,1.4698558776294537e+19
3774,2.0121681651114417e+20
3775,1.0811835545694008e+23
3776,1.2411598300112564e+22
3777,1.9390290596490944e+18
3778,3.7114878798591174e+17
3779,2.589222288875635e+19
3780,6.097276317031835e+23
3781,4.5157042099382827e+21
3782,7.151125305822143e+20
3783,1.095018798640861e+20
3784,1.1397929178247025e+18
3785,7.129877621363873e+21
3786,2.354838942849051e+21
3787,9.09367372089907e+19
3788,1.40747662983477e+21
3789,1.089116375691928e+23
3790,2.8182068405175613e+18
3791,2.8669581885974953e+18
3792,2.8583891823755516e+20
3793,1.2674806944163768e+20
3794,2.0882610612261285e+21
3795,1.0973739025939676e+20
3796,2.816883252788957e+20
3797,4.659918474133505e+20
3798,1.039486696269027e+19
3799,1.8168204398582345e+22
3800,7.871721345709643e+19
3801,1.20050710845096e+18
3802,2.205438386025205e+22
3803,2.2827379442065552e+20
3804,5.348891717705645e+18
3805,1.7819933292058508e+22
3806,2.8829807880924446e+21
3807,3.5653175617586814e+21
3808,8.346388255956807e+19
3809,2.6724068933044954e+17
3810,3.112842969230524e+19
3811,2.029409911306987e+20
3812,1.0312660276178811e+18
3813,3.8516745053670285e+19
3814,1.7846571321102199e+19
3815,3.771480884642637e+20
3816,1.157848450482679e+22
3817,2.2767489831316145e+18
3818,2.1482937861102263e+21
3819,2.6774759528718303e+20
3820,1.7388089364759214e+18
3821,2.7713984094571545e+19
3822,1.796555935970376e+20
3823,5.842946272700714e+18
3824,2.795207959409715e+19
3825,2.201426545678894e+21
3826,7.73892199550165e+20
3827,1.6317261655642597e+20
3828,3.8853643333926164e+18
3829,6.573007278022763e+20
3830,2.0780018446966417e+20
3831,3.9546482961756e+19
3832,2.7645834007159724e+20
3833,3.807375913488431e+20
3834,1.1441207326478748e+19
3835,1.2997007513139747e+20
3836,9.287947033015425e+19
3837,5.850777468223302e+19
3838,1.4255951704732538e+21
3839,1.5649845510476823e+21
3840,1.1592677491541373e+21
3841,9.070299821210237e+19
3842,1.6861238343241769e+21
3843,1.70829993623474e+20
3844,1.5782552962650092e+20
3845,6.3991150440632e+20
3846,2.9361179510328535e+21
3847,2.6201852804990197e+21
3848,5.957770184173274e+19
3849,7.912762136797638e+19
3850,1.249985886797898e+16
3851,8.876214232002963e+19
3852,1.0890788024727305e+20
3853,3.702885046973919e+20
3854,2.456036187142942e+19
3855,3.3282292811663147e+22
3856,3.0280652497571833e+20
3857,4.9874057682497197e+17
3858,6.080793996524815e+21
3859,3.8858819663071884e+20
3860,4.142914285785607e+19
3861,3.4835133746821534e+19
3862,9.059784635339638e+18
3863,3.294716671582228e+20
3864,3.7388761782158817e+21
3865,2.1383560185538316e+21
3866,4.7076722879508204e+22
3867,3.136461809578001e+21
3868,8.124521128793125e+17
3869,2.3376737999968013e+21
3870,3.5470164374724075e+22
3871,3.95251076058387e+19
3872,2.6913205914201797e+23
3873,8.647894153648894e+20
3874,4.33840723169926e+19
3875,6.274697782855609e+19
3876,7.036822260173432e+17
3877,2.1901553318391812e+19
3878,1.1307734759873552e+21
3879,3.5265354121359735e+22
3880,4.240043596798185e+19
3881,3.294699240532923e+19
3882,2.307850979338963e+20
3883,2.02120352902505e+20
3884,1.902074727362095e+20
3885,3.447888399305434e+20
3886,2.4378603141435284e+18
3887,6.184779369682367e+23
3888,9.69934818665132e+19
3889,1.3933858198448916e+19
3890,3.979066814649035e+20
3891,7.240263922588987e+18
3892,1.0856411245771484e+21
3893,3.4017602536303264e+19
3894,4.339364692571591e+20
3895,1.906086002154617e+19
3896,2.8348339816130783e+20
3897,2.2802920637859588e+16
3898,1.0928666613668338e+18
3899,8.00991146441376e+19
3900,6.315645395230637e+18
3901,4.746111515426123e+19
3902,2.1234942254838676e+21
3903,3.073044416629801e+18
3904,2.719671135384876e+17
3905,6.219181305643255e+19
3906,1.6666751841748867e+18
3907,2.0991718931886817e+19
